objectid,cip_id,title,start_cnst,cncl_dist,cip_stat,comp_area,ext_phone,asset_type,desc_text,hyperlink,shape_Length
767,B25069,AC Overlay Group 2511C,10/27/2025 0:00:00,5,Bid / Award,RANCHO BERNARDO,6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25069,1977.626655735477470
768,B25048,AC Overlay Group 2510,7/10/2025 0:00:00,7,Design,NAVAJO,6195334207,Trans - Roadway,This project consists of AC overlay of 3.05 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25048,16149.372578674649048
769,B25022,Royal Oak Dr at Sears Ave SD SWD,1/16/2026 0:00:00,4,Design,SKYLINE-PARADISE HILLS,6195334207,Drainage - Storm Drain Pipes,This project will be replacing Corrugated Metal Pipe (CMP) storm drains in poor condition located on Van Dyke Place and Van Dyke Avenue. The pipes will be replaced with appropriately sized Reinforced Concrete Pipe (RCP) and appurtenances per City standards. The work will include resurfacing of the streets impacted from the construction work and the replacement or improvement of ADA compliant pedestrian ramps as needed. All construction will occur within the City ROW.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25022,843.758559298224782
770,B21132,Crespo Dr (Mecca-Soledad) Improv (W),3/4/2027 0:00:00,1,Design,LA JOLLA,6195334207,Water - Distribution Sys - Distribution,"Water: Replace approximately 1,372 LF (0.26 mi) of existing 8-, and 12-inch AC water main with new appropriately sized PVC water mains. Abandon approximately 108 LF (0.02 mi) of the existing 12-inch AC water main. Install approximately 276 LF (0.05 mi) of new PVC water mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21132,1240.681546932082483
771,B25057,AC Overlay Group 2522,12/24/2025 0:00:00,"9, 4",Design,"MID-CITY:EASTERN AREA, MID-CITY:CITY HEIGHTS, SKYLINE-PARADISE HILLS, MID-CITY:KENSINGTON-TALMADGE, MID-CITY:NORMAL HEIGHTS, COLLEGE AREA",6195334207,Trans - Roadway,This project consists of AC overlay of 3.64 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25057,16524.159975748701982
772,B20008,Colina Del Sol Improv 1 (S),6/11/2026 0:00:00,9,Design,MID-CITY:CITY HEIGHTS,6195334207,Wastewater - Collection Sys - Main,"Construction of Colina Del Sol Improv 1 (Water & Sewer) consists of the installation of 9164 LF (1.74 miles) of 8-in, 10-in, 12-in, and 15-in sewer mains, installation of 6778 LF (1.28 miles) of 8-in and 12-in water mains, abandonment of 3941 LF (0.75 miles) of 6-inc and 10-in VC sewer mains, and abandonment of 1804 LF (0.34 miles) of 6-in and 8-in water mains. The work includes all associated water services, sewer laterals, replumbs, manholes, fire hydrants, and other associated work.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20008,8911.201840367109980
773,B20010,Colina Del Sol Improv 1 (W),6/11/2026 0:00:00,9,Design,MID-CITY:CITY HEIGHTS,6195334207,Water - Distribution Sys - Distribution,"Construction of Colina Del Sol Improv 1 (Water & Sewer) consists of the installation of 9262 LF (1.75 miles) of 8-in, 10-in, 12-in, and 15-in sewer mains, installation of 6776 LF (1.28 miles) of 8-in and 12-in water mains, abandonment of 4604 LF (0.87 miles) of 6-inc and 10-in VC sewer mains, and abandonment of 1768 LF (0.33 miles) of 6-in and 8-in water mains. The work includes all associated water services, sewer laterals, replumbs, manholes, fire hydrants, and other associated work.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20010,6769.267779188183340
774,B14108,Uptown Storm Drain Replacement,7/1/2027 0:00:00,3,Design,UPTOWN,6195334207,Drainage - Storm Drain Pipes,Remove and replace existing CMP storm drains with new RCP at 7 different locations.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B14108,1108.655333192838043
775,B25073,Cast Iron Pipeline Replacement 1 (W),9/26/2031 0:00:00,"2, 1, 3, 7, 9",Planning,"LA JOLLA, DOWNTOWN, KEARNY MESA, CLAIREMONT MESA, PENINSULA, UPTOWN, COLLEGE AREA",6195334207,Water - Distribution Sys - Distribution,Replace approximately 1358 linear feet (0.26 miles) of existing Cast Iron (CI) and Asbestos Cement (AC) water mains with new appropriately sized PVC water mains. Abandon approximately 1574 linear feet (0.3 mile) of existing Cast Iron (CI) and Asbestos Cement (AC) water mains.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25073,3133.382724999149559
776,B25039,La Jolla Improv 7 (S),2/19/2031 0:00:00,1,Planning,LA JOLLA,6195334207,Wastewater - Collection Sys - Main,"The scope of work includes replacement of approximately 869 LF (0.16 mi) of existing 6-inch vitrified clay (VC) sewer mains with new 8-inch sewer mains. Rehab of approximately 129 LF (0.02 mi) of existing 10-inch VC sewer main, including associated sewer laterals, sewer manholes, sewer cleanouts, curb ramps and paving.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25039,985.756678445120656
777,B25040,La Jolla Improv 7 (W),2/19/2031 0:00:00,1,Planning,LA JOLLA,6195334207,Water - Distribution Sys - Distribution,"The scope of work includes replacement of approximately 12,942 LF (2.45 mi) of existing 6-inch, 8-inch, 10-inch, and 12-inch asbestos cement (AC) and cast iron (CI) water mains with new 8-inch water mains, including associated water services, fire hydrants, curb ramps and paving.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25040,12988.999192864124780
778,B25074,Madrone Ave Pipe Replacement,2/18/2026 0:00:00,4,Planning,ENCANTO NEIGHBORHOODS,6195334207,Water - Distribution Sys - Distribution,"This project will be accelerated to improve water quality and address the structural integrity of the existing pipe. This project will replace the 2"" wrought iron water pipe (FSN 455274) and the 2"" galvanized water pipe (FSN 455430) to 8"" PVC water pipe, and install a new fire hydrant. The replacement of the 2-inch can either be from the existing main on 65th Street or existing stub out from Woodman Ave.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25074,1454.453621380734603
779,B24049,Kensington Improv 2 (S),7/18/2030 0:00:00,9,Planning,MID-CITY:KENSINGTON-TALMADGE,6195334207,Wastewater - Collection Sys - Main,"Rehabilitate approximately 714 linear feet (0.14 miles) of existing 8-in vitrified clay (VC) Sewer Mains.  Rehabilitate approximately 643 linear feet (0.12 miles) of existing 10-in vitrified clay (VC) Sewer Mains.  Complete 7 Internal Point Repairs & 1 External Point Repair.  Replace approximately 2,178 LF (0.41 mi) of 8-in VC & concrete pipe (CP) Sewer Mains with 8-in PVC Sewer Mains.  Install approximately 238 LF (0.05 miles) of new 8-in PVC Sewer Mains.  Install approximately 610 LF (0.12 mil",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24049,4416.129693789537669
780,B24137,Roswell Street Overlay,12/12/2025 0:00:00,4,Design,ENCANTO NEIGHBORHOODS,6195334207,Trans - Roadway,"The project will overlay approximately 600 ft of existing roadways with asphalt concrete pavement and roadway subgrade repairs where needed, including replacement and installation of curb ramps, cross gutters, curb and gutter. Also, adjustment of city manhole and gate valve covers, tree root pruning, root barrier installation, and replacing and/or installing new traffic striping and markings/legends.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24137,539.153456510763931
781,B25081,AC Water & Sewer Group 1052 (P),7/19/2022 0:00:00,"8, 4",Construction,"BARRIO LOGAN, SOUTHEASTERN SAN DIEGO",6195334207,Trans - Roadway,Install 1.50 repair miles of overlay and as-needed base repairs for the AC Water and Sewer Group 1052 project.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25081,4746.121846713860577
782,S11026,Montezuma PPL/Mid City Pipeline Ph 2,8/26/2024 0:00:00,"7, 9",Construction,"NAVAJO, COLLEGE AREA",6195334207,Water - Distribution Sys - Transmission,"This project will install a parallel and redundant pipeline to the City of San Diego's Trojan Potable Water Transmission Pipeline. It consists of approximately 4,900 linear feet of new 66"" Steel transmission main and 422 linear feet of 8-inch PVC distribution main from the Alvarado WTP to the intersection of 69th St. and Mohawk St. The trenchless construction is across interstate 8 and Metropolitan Transit System light rail lines. Phase 1 street resurfacing will occur on Mohawk St. and 70th St.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=S11026,5112.157593085650660
783,B25035,CMP SD Lining V,4/1/2027 0:00:00,"2, 1, 8, 6, 3, 7, 4, 5",Design,"TORREY PINES, NORTH PARK, OTAY MESA-NESTOR, TIERRASANTA, LA JOLLA, GREATER GOLDEN HILL, CLAIREMONT MESA, MISSION BAY PARK, NCFUA SUBAREA II, UNIVERSITY, ENCANTO NEIGHBORHOODS, RANCHO PENASQUITOS, NAVAJO, SOUTHEASTERN SAN DIEGO",6195334207,Drainage - Storm Drain Pipes,"Description here This project will rehabilitate and line approximately 4,689 linear feet of corrugated metal pipe(CMP).  These storm drains vary in size from 12-inch in diameter to 60-inches in diameter.  This will be an ECP managed sublet and is planned to be initiated in FY 25.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25035,4908.616509818673876
784,RD24002,La Jolla Streetscape,,1,Planning,LA JOLLA,6195334207,Trans - Roadway - Enhance/Scape/Medians,"The project aims to enhance public spaces, safety, and accessibility while supporting local businesses and residents. It aligns with the La Jolla Community Plan by focusing on creating vibrant and attractive public areas that foster community engagement. The La Jolla Community Foundation has submitted its design plan to the Development Services Department for review and to obtain the necessary permits for construction. The Foundation will also oversee the construction phase.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=RD24002,887.047806847601805
785,B25082,Guy St Water Main Replacement (P),4/15/2024 0:00:00,3,Construction,UPTOWN,6195334207,Trans - Roadway,"Concrete roadway, curb & gutter, cross-gutter, etc. for Guy St Water Main Replacement (W).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25082,153.755237456220385
786,B16024,AC Overlay Street Paving Group 1601,1/29/2018 0:00:00,"2, 1, 8, 6, 7, 9, 4, 5",Construction,"TORREY PINES, SCRIPPS MIRAMAR RANCH, TIERRASANTA, LA JOLLA, KEARNY MESA, SAN YSIDRO, LINDA VISTA, CLAIREMONT MESA, MID-CITY:CITY HEIGHTS, PENINSULA, UNIVERSITY, SABRE SPRINGS, CARMEL MOUNTAIN RANCH, ENCANTO NEIGHBORHOODS, OTAY MESA, RANCHO BERNARDO, RANCHO PENASQUITOS, SKYLINE-PARADISE HILLS, NAVAJO, MID-CITY:KENSINGTON-TALMADGE, COLLEGE AREA, SOUTHEASTERN SAN DIEGO, MIRA MESA",6195334207,Trans - Roadway,Asphalt Overlay,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16024,104343.197299340361496
787,B17095,Asphalt Resurfacing Group 1702 (Option C,3/16/2020 0:00:00,"2, 8, 6, 3, 7, 9, 5",Post Construction,"NORTH PARK, SCRIPPS MIRAMAR RANCH, OTAY MESA-NESTOR, TIERRASANTA, SAN YSIDRO, LINDA VISTA, CLAIREMONT MESA, MID-CITY:EASTERN AREA, MIDWAY-PACIFIC HIGHWAY, PENINSULA, MIRAMAR RANCH NORTH, SERRA MESA, RANCHO BERNARDO, RANCHO PENASQUITOS, NAVAJO, OCEAN BEACH, MIRA MESA",6195334207,Trans - Roadway,Asphalt Resurfacing,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B17095,91575.712646942440188
788,B18135,Asphalt Resurfacing Group 1902,7/6/2021 0:00:00,8,Construction,OTAY MESA-NESTOR,6195334207,Trans - Roadway,"The project involves furnishing all labor, materials, equipment, services and construction which include placement of asphalt overlay, replacing traffic signal detection loops and stub outs, adjustment of city manhole and gate valve covers, cold milling, pavement base repair, installation of curb ramps to meet ADA requirements, installation of pedestrian barricades at prohibited crossing movements, replacing/installing new ADA-compliant push buttons, street and sidewalk sweeping.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18135,17695.113374937383924
789,B22053,Enrico Fermi Dr & Airway Rd-Coop Agrmt,3/23/2023 0:00:00,8,Construction,OTAY MESA,6195334207,Trans - Roadway,"The Roadway Resurfacing on Enrico Fermi and Airway Drive will consist of 2.5 inch asphalt concrete inlay. The existing surface will be milled to a depth of 2 inches to remove surface distresses and irregularities. Two and one-half inches of polymer modified asphalt concrete with fiber reinforcement will then be placed within the milled section.  Incidental work will include and not be limited to repair of base failures (digouts), dike replacement, utility coordination and striping the roadway.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22053,6664.095733266884054
790,B19007,Miramar Ranch North Paving G1,7/22/2020 0:00:00,"6, 5",Construction,"SCRIPPS MIRAMAR RANCH, MIRAMAR RANCH NORTH, MIRA MESA",6195334207,Trans - Roadway,Paving,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B19007,15355.742902634196071
791,B20138,Rancho Penasquitos Paving Group 1,6/1/2021 0:00:00,5,Construction,"MIRAMAR RANCH NORTH, SABRE SPRINGS, RANCHO PENASQUITOS",6195334207,Trans - Roadway,"Work will involve for City related streets in a JOC Task Order. The project involves furnishing all labor, materials, equipment, services and construction which include placement of asphalt overlay, replacing traffic signal detection loops and stub outs, adjustment of  city manhole and gate valve covers, cold milling, pavement base repair, installation of curb ramps to meet ADA requirements, street and sidewalk sweeping, replace traffic striping and markings/legends,  possible night and weekend",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B20138,7901.235668317369345
792,B24061,Sewer & AC Water Group 765A (P),12/19/2022 0:00:00,4,Construction,SKYLINE-PARADISE HILLS,6195334207,Trans - Roadway,"Asphalt Overlay, base repair and associated concrete work, including curb ramps, curb & gutter, cross-gutter, etc. for Sewer & AC Water Group 765A (W) and (S).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24061,15183.292918033650494
793,B25077,Encanto Improv 1 (P),5/26/2023 0:00:00,4,Construction,ENCANTO NEIGHBORHOODS,6195334207,Trans - Roadway,"Asphalt Overlay, base repair for Encanto Improv 1 (W) and (S).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25077,9576.902023956923586
794,B14084,Balboa Ave TS Interconnect,6/3/2014 0:00:00,"2, 1",Construction,"KEARNY MESA, CLAIREMONT MESA, PACIFIC BEACH",6195334207,Trans - Signals - Interconnections,"This project is to upgrade interconnect and create new Ethernet communications network, and upgrade traffic signal controllers on Balboa Avenue between Mission Bay Drive and Interstate 805. Work orders are to be written by Traffic Engineering Division staff and construction completed by Street Division staff. Street Division completed much of the work before the pandemic, then stopped work due restrictions and labor force vacancies. With most vacancies filled, work resumed in FY 2023 and expect",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B14084,18759.020569781874656
795,B24086,Block 7G2 Rd Imp (CS) UU209,2/10/2025 0:00:00,9,Construction,MID-CITY:EASTERN AREA,6195334207,Trans - Roadway,"This project proposes street resurfacing for Block 7G2 UU209 in Council District 9. The work includes base repairs, 3"" full-width cold mill, and AC overlay for streets.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24086,13978.726716119239427
796,B24087,Block 7G2 Rd Improv UU209 UU629 (P),2/10/2025 0:00:00,9,Construction,MID-CITY:EASTERN AREA,6195334207,Trans - Roadway,"This project proposes street resurfacing for Block 7G2 UU209 in Council District 9. The work includes base repairs, 3"" full-width cold mill, and AC overlay for streets.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24087,13978.726716119239427
797,B18140,Mission Bl(Loring-Turquoise) Rd Imp UU30,11/19/2025 0:00:00,1,Design,PACIFIC BEACH,6195334207,Trans - Roadway,"This project consists of curb ramp installations, street resurfacing overlay with slurry seal, and other work as pertinent and necessary to the construction of the Mission Boulevard (Loring St to Turquoise St) Underground Utility Road Improvements Project UU30.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18140,1808.623435694764794
798,B18148,Cass (Grand-Pacific Bch Dr) Rd Imp UU143,11/19/2025 0:00:00,1,Design,PACIFIC BEACH,6195334207,Trans - Roadway,"This project consists of curb ramp installations, street resurfacing overlay with slurry seal, and other work as pertinent and necessary to the construction of the Cass (Grand-Pacific Bch Dr) Rd  Underground Utility Road Improvements Project UU143.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18148,1709.730537894748068
